# Mysterious pattern central peak parameters
# I_baseline Intensity  Δxcam  Δycam FWHM_maj FWHM_min orientation  Δ2theta     Δchi
#      [cts]     [cts]  [pix]  [pix]    [pix]    [pix]       [deg]    [deg]    [deg]
     1300.87  11125.74  6.110  4.850    0.793    0.924      -20.24  0.01082 -0.01814
     1297.81  10115.75  5.878  4.859    0.999    0.841       55.22  0.00777 -0.01187
     1302.62  10396.27  5.381  4.967    0.831    0.976      -27.08 -0.00086  0.00154
     1312.74  11484.79  5.214  5.070    0.928    0.762      -96.46 -0.00537  0.00603
     1301.42  11479.32  5.382  5.162    0.783    0.909       -4.90 -0.00555  0.00146
     1304.74  12045.56  5.630  5.187    0.762    0.890       -7.12 -0.00316 -0.00524
     1302.58  11612.28  5.607  5.166    0.776    0.910       -7.51 -0.00294 -0.00460
     1298.21  11530.29  5.525  5.090    0.919    0.783      -92.48 -0.00209 -0.00238
     1297.33  11516.67  5.435  5.035    0.781    0.922       -3.38 -0.00185  0.00005
     1303.95  11730.77  5.394  5.036    0.776    0.904       -5.26 -0.00237  0.00117
     1306.62  11726.91  5.405  5.032    0.775    0.903       -7.24 -0.00213  0.00086
     1305.65  11586.29  5.317  5.027    0.772    0.915       -8.56 -0.00309  0.00323
     1306.90  11412.15  5.169  5.086    0.756    0.929     -188.64 -0.00630  0.00721
     1307.33  11177.10  5.131  5.208    0.758    0.945       -6.88 -0.00972  0.00822
     1303.76  11176.22  5.242  5.299    0.758    0.947      170.65 -0.01058  0.00522
     1312.91  11793.85  6.173  5.469    0.742    0.894      169.11 -0.00339 -0.01996
     1311.92  11625.78  6.041  5.449    0.741    0.900       -6.55 -0.00451 -0.01638
     1314.36  11825.10  5.870  5.295    0.747    0.896        0.86 -0.00284 -0.01175
     1304.27  11551.44  5.675  5.134    0.772    0.903       -0.43 -0.00134 -0.00644
     1310.00  11941.69  5.687  5.071    0.753    0.900       -3.27  0.00034 -0.00677
     1311.50  11752.96  5.714  5.039    0.750    0.918       -5.57  0.00145 -0.00749
     1304.99  11336.94  5.622  5.060    0.777    0.927      -11.52 -0.00019 -0.00499
     1307.41  11147.07  5.453  5.112    0.922    0.798     -100.55 -0.00349 -0.00044
     1313.29  11560.51  5.243  5.094    0.772    0.901       -5.54 -0.00561  0.00522
     1314.90  11632.11  5.018  5.076    0.895    0.768      -94.50 -0.00790  0.01129
     1314.00  11753.51  5.010  5.083    0.746    0.903       -2.80 -0.00817  0.01152
     1316.05  11662.72  5.038  5.073    0.747    0.892     -180.15 -0.00758  0.01077
     1314.20  11365.29  5.136  5.076    0.903    0.773      -90.20 -0.00648  0.00811
     1306.70  11164.57  5.421  5.092    0.803    0.896       -1.78 -0.00339  0.00043
     1308.02  11377.73  5.594  5.018    0.799    0.899        1.59  0.00049 -0.00422
     1312.53  10828.07  5.897  5.005    0.921    0.788       82.53  0.00448 -0.01241
     1304.65  11525.47  5.796  5.014    0.746    0.936       -9.86  0.00305 -0.00970
     1306.01  11631.87  5.719  5.048    0.754    0.939       -9.21  0.00128 -0.00761
     1308.31  12109.84  5.800  5.051    0.730    0.916       -6.43  0.00219 -0.00980
     1310.71  12077.53  5.767  5.001    0.743    0.903       -6.24  0.00300 -0.00889
     1306.12  11463.87  5.622  4.953    0.785    0.919      -11.79  0.00241 -0.00498
     1307.02  11378.74  5.369  4.948    0.783    0.919       -9.01 -0.00055  0.00185
     1310.98  11831.05  5.329  4.963    0.757    0.923       -4.40 -0.00140  0.00293
     1304.30  11514.91  5.458  5.038    0.932    0.777      -99.15 -0.00164 -0.00055
     1302.92  11323.26  5.483  5.149    0.781    0.930     -195.05 -0.00401 -0.00126
     1306.70  11455.33  5.355  5.176    0.907    0.783     -283.00 -0.00623  0.00218
     1313.99  11810.30  5.193  5.140    0.763    0.885       -5.36 -0.00733  0.00657
     1315.66  11593.74  5.053  5.097    0.768    0.897       -6.70 -0.00800  0.01036
     1317.67  11386.30  5.074  5.112    0.769    0.917       -6.13 -0.00810  0.00977
     1302.62  11557.56  5.321  5.128    0.923    0.773       86.01 -0.00547  0.00311
     1307.07  11761.14  5.591  5.063    0.774    0.912       -2.24 -0.00062 -0.00417
     1307.92  11669.14  5.688  4.978    0.752    0.923       -4.86  0.00260 -0.00676
     1306.05  11436.56  5.619  4.921    0.781    0.917       -6.30  0.00316 -0.00490
     1307.00  11323.52  5.458  4.852    0.787    0.919       -0.23  0.00286 -0.00052
     1306.10  11675.40  5.396  4.731    0.906    0.767       93.79  0.00502  0.00118
     1308.72  11324.43  5.382  4.648    0.773    0.918       -0.70  0.00687  0.00157
     1312.66  11377.59  5.248  4.622    0.756    0.926     -182.44  0.00587  0.00520
     1315.55  11639.94  5.223  4.669    0.929    0.733     -993.57  0.00442  0.00586
     1310.24  11408.10  5.269  4.764    0.746    0.926       -5.93  0.00269  0.00460
     1310.19  11512.16  5.379  4.780    0.769    0.921       -1.14  0.00364  0.00162
     1302.53  11180.02  5.531  4.739    0.782    0.933       -7.56  0.00647 -0.00248
     1300.85  10954.82  5.492  4.773    0.950    0.791     -107.40  0.00519 -0.00143
     1307.09  10985.03  5.188  4.863    0.778    0.957      -16.96 -0.00070  0.00675
     1313.34  11332.70  5.026  4.997    0.751    0.943      166.92 -0.00589  0.01110
     1313.35  11382.40  4.966  5.075    0.748    0.929       -7.43 -0.00852  0.01271
     1313.51  11439.47  4.941  5.096    0.757    0.915      174.38 -0.00931  0.01337
     1317.92  11508.42  5.066  5.043    0.756    0.906     -180.70 -0.00651  0.01000
     1306.16  11561.13  5.252  5.016    0.748    0.920       -2.85 -0.00362  0.00500
     1303.21  11700.34  5.321  5.045    0.756    0.928     -550.70 -0.00349  0.00314
     1310.84  11815.28  5.242  5.091    0.745    0.922       -7.32 -0.00556  0.00526
     1310.00  11585.41  5.275  5.104    0.757    0.911       -2.41 -0.00545  0.00437
     1310.74  11820.52  5.260  4.987    0.742    0.905        1.02 -0.00281  0.00478
     1313.80  12055.12  5.222  4.921    0.745    0.898     -360.93 -0.00168  0.00583
     1308.99  11513.12  5.119  4.937    0.748    0.908       -5.80 -0.00332  0.00860
     1311.35  12013.52  5.081  5.010    0.728    0.902      356.50 -0.00553  0.00961
     1315.13  12257.51  5.195  5.062    0.729    0.896       -3.81 -0.00541  0.00653
     1306.51  11899.58  5.362  5.089    0.755    0.905       -7.29 -0.00403  0.00201
     1299.31  11527.45  5.516  5.086    0.916    0.773      -96.86 -0.00209 -0.00215
     1298.44  11295.93  5.577  5.130    0.771    0.947      -14.07 -0.00243 -0.00380
     1301.21  10810.98  5.386  5.229    0.967    0.795      250.36 -0.00714  0.00135
     1307.50  11269.83  5.149  5.273    0.924    0.760       77.62 -0.01107  0.00772
     1314.04  11871.22  5.153  5.218    0.747    0.893       -1.96 -0.00969  0.00762
     1311.93  11726.70  5.173  5.155    0.745    0.907       -5.12 -0.00792  0.00710
     1311.77  11698.15  5.079  5.156    0.751    0.902       -7.07 -0.00910  0.00964
     1312.21  11762.04  5.180  5.137    0.760    0.889       -2.71 -0.00742  0.00693
     1300.27  11305.55  5.589  5.037    0.814    0.901       -5.64 -0.00003 -0.00411
     1310.85  11698.38  5.971  4.915    0.900    0.765       77.51  0.00755 -0.01438
     1297.84  10915.75  5.864  4.870    0.931    0.799       68.72  0.00736 -0.01150
     1298.96  10873.15  5.555  4.957    0.808    0.945      -22.78  0.00150 -0.00317
     1300.14  11261.88  5.437  5.115    0.781    0.933      -15.38 -0.00376 -0.00003
     1299.19  11747.35  5.546  5.216    0.770    0.908     -189.01 -0.00487 -0.00299
     1303.17  11779.51  5.563  5.188    0.901    0.773      -93.24 -0.00399 -0.00344
     1299.40  11646.53  5.445  5.103    0.785    0.910       -4.18 -0.00336 -0.00023
     1303.15  11517.91  5.397  5.050    0.772    0.913       -1.61 -0.00267  0.00107
     1297.74  11546.30  5.432  5.046    0.776    0.913       -6.15 -0.00215  0.00012
     1303.07  11715.13  5.397  5.066    0.909    0.766       82.12 -0.00304  0.00106
     1306.62  11606.39  5.334  5.056    0.763    0.913       -5.10 -0.00358  0.00277
     1305.02  11676.13  5.291  5.060    0.918    0.758      623.61 -0.00419  0.00392
     1305.84  11472.69  5.203  5.127    0.763    0.925     -732.27 -0.00688  0.00629
     1303.67  11271.74  5.078  5.200    0.777    0.901       -7.60 -0.01018  0.00965
     1308.21  11025.78  5.255  5.246    0.909    0.790      264.03 -0.00914  0.00487
     1296.70  10928.26  6.278  5.312    0.792    0.913      -20.85  0.00169 -0.02277
     1299.72  11121.83  6.127  5.294    0.779    0.920      -17.76  0.00030 -0.01869
     1308.88  11482.35  5.764  5.240    0.782    0.897       -2.48 -0.00280 -0.00888
     1309.72  11444.88  5.630  5.120    0.783    0.901       -3.25 -0.00155 -0.00522
     1309.56  11830.38  5.705  5.106    0.751    0.900       -5.31 -0.00028 -0.00726
     1311.42  11926.04  5.733  5.096    0.742    0.890       -6.79  0.00030 -0.00800
     1313.09  12005.20  5.707  5.097    0.747    0.890       -9.97 -0.00006 -0.00729
     1305.68  11378.81  5.509  5.113    0.906    0.796     -465.48 -0.00283 -0.00196
     1310.54  11517.83  5.224  5.108    0.774    0.893       -8.01 -0.00618  0.00573
     1320.35  11689.98  5.028  5.110    0.762    0.880      174.62 -0.00860  0.01101
     1320.46  11921.73  5.052  5.114    0.875    0.747       85.29 -0.00841  0.01039
     1320.29  12188.62  5.098  5.148    0.737    0.884       -5.81 -0.00868  0.00913
     1317.10  11905.64  5.217  5.176    0.755    0.889     -183.87 -0.00790  0.00591
     1308.47  11586.89  5.308  5.149    0.884    0.774     -451.46 -0.00614  0.00345
     1306.20  10750.17  5.584  5.091    0.837    0.883     -179.36 -0.00139 -0.00399
     1316.53  11981.67  5.835  5.044    0.749    0.884       -7.52  0.00278 -0.01075
     1313.21  12092.87  5.821  4.998    0.731    0.893       -8.82  0.00373 -0.01036
     1309.14  12088.80  5.786  5.004    0.740    0.905       -7.93  0.00316 -0.00943
     1311.43  11332.30  5.739  4.946    0.762    0.915       -5.06  0.00400 -0.00812
     1307.25  11582.18  5.736  4.900    0.747    0.930       -8.21  0.00508 -0.00805
     1306.95  11284.37  5.560  4.900    0.799    0.917       -9.67  0.00292 -0.00328
     1306.44  11428.71  5.314  4.829    0.774    0.910        1.70  0.00167  0.00337
     1305.67  11337.74  5.425  4.831    0.786    0.920       -1.14  0.00296  0.00036
     1304.41  11227.90  5.674  4.901    0.767    0.943      -10.80  0.00429 -0.00637
     1298.45  11008.76  5.631  5.022    0.777    0.954      -16.10  0.00085 -0.00524
     1304.05  11095.80  5.379  5.104    0.795    0.936      -16.42 -0.00420  0.00156
     1308.05  11010.21  5.120  5.094    0.927    0.789      -96.72 -0.00709  0.00854
     1313.37  11297.74  4.972  4.999    0.907    0.771     -270.60 -0.00659  0.01255
     1316.24  11707.97  5.125  4.962    0.743    0.917      179.67 -0.00384  0.00843
     1306.96  11376.67  5.350  4.983    0.777    0.923       -3.21 -0.00164  0.00237
     1305.83  11596.40  5.533  5.003    0.910    0.775      -95.12  0.00012 -0.00257
     1304.92  11679.90  5.570  4.938    0.900    0.772       87.87  0.00215 -0.00357
     1301.80  11484.22  5.500  4.837    0.784    0.904       -1.66  0.00374 -0.00167
     1312.35  11721.79  5.340  4.817    0.772    0.893       -4.46  0.00226  0.00268
     1313.11  12165.33  5.247  4.798    0.747    0.868       -0.27  0.00161  0.00518
     1316.11  12044.55  5.267  4.722    0.751    0.875        3.47  0.00368  0.00467
     1315.93  12063.98  5.251  4.692    0.738    0.875       -0.22  0.00420  0.00510
     1314.67  12125.50  5.357  4.737    0.761    0.883       -2.79  0.00441  0.00222
     1308.06  11829.19  5.404  4.817    0.774    0.893      -10.23  0.00303  0.00094
     1310.20  11696.87  5.384  4.883    0.782    0.881       -7.52  0.00119  0.00148
     1305.35  11331.45  5.528  4.870    0.800    0.885       -6.68  0.00327 -0.00243
     1306.43  11605.68  5.473  4.796    0.778    0.891      -11.16  0.00440 -0.00093
     1312.17  11693.68  5.302  4.810    0.772    0.908      -11.54  0.00198  0.00368
     1314.70  11730.17  5.156  4.869    0.743    0.917       -9.16 -0.00122  0.00762
     1308.64  11276.70  5.013  4.927    0.754    0.916      711.60 -0.00435  0.01147
     1313.15  11328.39  4.941  4.933    0.752    0.907     -363.95 -0.00540  0.01342
     1311.85  12054.47  5.098  4.966    0.730    0.904      177.90 -0.00428  0.00917
     1307.84  12010.87  5.296  4.998    0.752    0.903       -3.53 -0.00263  0.00381
     1306.16  11649.04  5.368  4.992    0.760    0.916       -9.61 -0.00162  0.00188
     1307.83  11562.90  5.275  5.030    0.759    0.927       -7.04 -0.00366  0.00437
     1313.55  11635.07  5.187  4.977    0.739    0.922       -1.89 -0.00346  0.00677
     1312.59  12003.46  5.197  4.978    0.734    0.912       -3.79 -0.00336  0.00650
     1312.87  12235.66  5.227  5.019    0.732    0.897       -6.34 -0.00399  0.00566
     1311.99  12116.49  5.193  5.081    0.896    0.734       77.97 -0.00590  0.00658
     1311.07  12225.78  5.174  5.175    0.727    0.879      171.85 -0.00839  0.00707
     1310.86  12246.40  5.236  5.203    0.882    0.733    -1716.95 -0.00831  0.00539
     1308.70  12109.18  5.304  5.136    0.748    0.890       -3.07 -0.00587  0.00356
     1303.36  11467.98  5.476  5.044    0.778    0.906       -1.50 -0.00157 -0.00106
     1301.36  11290.01  5.606  4.967    0.768    0.936       -7.47  0.00188 -0.00456
     1292.53  10611.68  5.463  4.964    0.795    0.972      -13.70  0.00020 -0.00068
     1304.76  10548.38  5.194  5.003    0.775    0.983      -10.22 -0.00399  0.00656
     1310.20  11152.68  5.143  5.060    0.752    0.947       -4.97 -0.00599  0.00793
     1311.12  11426.03  5.183  5.120    0.747    0.919     -729.86 -0.00696  0.00684
     1308.85  11594.32  5.099  5.161    0.754    0.907      171.44 -0.00897  0.00909
     1308.88  11987.94  5.206  5.222    0.892    0.745       83.70 -0.00914  0.00619
     1301.59  11512.98  5.504  5.215    0.885    0.796      -93.32 -0.00536 -0.00185
     1307.31  12174.58  5.826  5.122    0.746    0.872       -7.12  0.00079 -0.01052
     1310.73  12066.33  5.838  5.047    0.739    0.886      -13.48  0.00275 -0.01082
     1305.34  11534.12  5.686  5.087    0.764    0.908      -16.74 -0.00006 -0.00674
     1298.65  11505.42  5.629  5.136    0.764    0.915      -11.20 -0.00195 -0.00519
     1305.28  11361.84  5.539  5.145    0.921    0.788     -279.98 -0.00323 -0.00277
     1303.62  11537.11  5.428  5.108    0.776    0.903       -3.28 -0.00369  0.00023
     1306.26  11739.43  5.329  5.053    0.763    0.905       -2.50 -0.00356  0.00290
     1300.47  11800.76  5.383  5.040    0.767    0.893       -3.30 -0.00260  0.00145
     1302.73  11461.64  5.481  5.048    0.907    0.787      -98.56 -0.00161 -0.00118
     1301.88  11365.92  5.357  5.037    0.774    0.918       -5.09 -0.00283  0.00216
     1301.22  11779.67  5.277  4.995    0.749    0.922       -3.00 -0.00280  0.00433
     1302.14  11741.62  5.327  5.020    0.762    0.919     -186.53 -0.00279  0.00298
     1299.10  11146.21  5.321  5.139    0.944    0.780       70.94 -0.00573  0.00310
     1302.99  11121.61  5.089  5.295    0.929    0.770       70.61 -0.01234  0.00935
     1311.29  11374.05  5.051  5.300    0.773    0.902       -4.16 -0.01291  0.01035
     1302.38  10841.72  6.227  5.455    0.826    0.883      -40.32 -0.00237 -0.02143
     1300.76  10667.06  6.188  5.289    0.814    0.909      -28.21  0.00115 -0.02033
     1303.10  10746.00  5.688  5.227    0.899    0.831      -98.90 -0.00342 -0.00682
     1309.45  11755.54  5.640  5.169    0.771    0.887       -2.97 -0.00260 -0.00552
     1310.49  12187.34  5.835  5.211    0.890    0.725       82.21 -0.00126 -0.01078
     1308.33  12249.36  5.820  5.287    0.734    0.891      -13.62 -0.00328 -0.01039
     1311.15  12055.20  5.709  5.305    0.754    0.872       -9.78 -0.00504 -0.00741
     1302.74  11365.79  5.476  5.255    0.893    0.804     -103.37 -0.00668 -0.00109
     1315.53  11898.67  5.225  5.236    0.764    0.885      170.78 -0.00926  0.00568
     1315.17  11744.15  5.050  5.237    0.755    0.892       -9.25 -0.01140  0.01039
     1317.68  12123.89  5.054  5.235    0.744    0.873       -3.61 -0.01131  0.01030
     1317.25  11975.99  5.153  5.199    0.733    0.885       -4.19 -0.00925  0.00764
     1312.71  11414.45  5.257  5.198    0.773    0.899       -5.42 -0.00795  0.00484
     1304.12  11228.32  5.349  5.240    0.897    0.789     -100.28 -0.00784  0.00233
     1311.29  11108.86  5.637  5.262    0.798    0.886       -0.00 -0.00489 -0.00545
     1308.27  12074.05  5.727  5.164    0.741    0.891       -3.02 -0.00144 -0.00784
     1307.23  12160.20  5.764  5.076    0.732    0.904       -4.25  0.00114 -0.00883
     1302.80  11411.80  5.651  4.958    0.776    0.913       -1.08  0.00263 -0.00575
     1306.21  11545.36  5.676  4.911    0.759    0.914       -5.79  0.00407 -0.00642
     1307.27  11299.01  5.701  4.877    0.779    0.916       -7.96  0.00519 -0.00708
     1303.72  10746.82  5.400  4.820    0.826    0.908       -2.42  0.00293  0.00105
     1310.53  11605.61  5.297  4.810    0.772    0.898        1.60  0.00190  0.00383
     1303.62  11448.19  5.604  4.858    0.783    0.903       -3.60  0.00448 -0.00448
     1310.47  11986.81  5.847  4.912    0.737    0.907       -9.92  0.00614 -0.01105
     1308.39  11250.31  5.734  4.984    0.779    0.928      -18.52  0.00302 -0.00801
     1306.99  10712.93  5.341  5.013    0.833    0.924      -17.55 -0.00244  0.00259
     1307.77  10731.67  4.995  4.986    0.820    0.911       -5.03 -0.00599  0.01193
     1311.40  10920.00  4.920  4.948    0.790    0.895     1261.60 -0.00599  0.01398
     1309.28  11598.81  5.170  4.926    0.761    0.904     -177.33 -0.00243  0.00723
     1304.24  11370.65  5.462  4.947    0.914    0.786      -95.69  0.00062 -0.00066
     1300.30  11360.80  5.501  4.967    0.915    0.784       82.80  0.00060 -0.00172
     1305.26  11627.28  5.467  4.965    0.897    0.783      -96.45  0.00024 -0.00081
     1307.12  11816.92  5.476  4.976    0.889    0.774      -99.46  0.00007 -0.00103
     1304.52  11803.93  5.382  5.021    0.768    0.893      -13.98 -0.00214  0.00148
     1310.85  11952.73  5.215  5.044    0.751    0.884       -8.85 -0.00474  0.00600
     1315.28  12413.03  5.212  5.058    0.739    0.864       -5.47 -0.00512  0.00606
     1311.84  12204.38  5.333  5.078    0.757    0.872       -5.70 -0.00414  0.00280
     1303.44  11966.41  5.453  5.130    0.885    0.770      -99.73 -0.00393 -0.00045
     1303.04  11864.97  5.500  5.158    0.882    0.774      434.75 -0.00404 -0.00173
     1301.65  11729.93  5.356  5.147    0.774    0.883      -11.45 -0.00553  0.00218
     1315.10  12127.83  5.302  5.062    0.758    0.870       -2.21 -0.00413  0.00365
     1313.76  11988.53  5.299  4.907    0.749    0.879        2.50 -0.00042  0.00377
     1309.39  11822.51  5.279  4.821    0.749    0.900       -2.61  0.00144  0.00430
     1310.30  11799.56  5.202  4.832    0.740    0.902       -6.99  0.00023  0.00639
